id,restaurant_id,name,price,description,image_url
160,133,참다랑어 오도로 초밥 12pcs,62000.0,귀한 부위여서 즉시 드셔야 합니다. 고유의 맛을 살리기 위해 밥알과 참치네다를 따로 드리오니 직접 만들어 드시면 됩니다.,https://img1.kakaocdn.net/cthumb/local/C224x224.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F44C96539E3D14204B8EF687078B97717
161,133,참다랑어 가마도로&오도로（12pcs）,55000.0,"귀한 부위여서 즉시 드셔야 합니다. 고유의 맛을 살리기 위해 밥알과 참치네다를 따로 드리오니, 직접 만들어 드시면 됩니다.",https://img1.kakaocdn.net/cthumb/local/C224x224.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F9042BA60E06F492484BA41A4955F354C
162,133,참다랑어 참치뱃살 12pcs,40000.0,"참치의비린맛을 최대한방지하기위해서 밥（샤리）과 참치를 따로 제공합니다~귀한 부위여서 즉시 드셔야 하며, 시간이 지나면 갈변 될수 있습니다.",https://img1.kakaocdn.net/cthumb/local/C224x224.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F301F9A0E90CF4912B5698DC7A046A8F0
163,133,참다랑어 가마도로 12pcs,60000.0,,https://img1.kakaocdn.net/cthumb/local/C224x224.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F61335AA6E6AA4E53846120F06970F18A
164,133,연어초밥（8pcs）,18000.0,,https://img1.kakaocdn.net/cthumb/local/C224x224.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FEE1C675FEFCA47A691CB11546A9E8E96
165,133,소고기 초밥 12pcs,26000.0,,https://img1.kakaocdn.net/cthumb/local/C224x224.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F12BAA8DC3ED24F78BE9B7B60C52D2E1C
166,133,광어 초밥 12pcs,32000.0,,https://img1.kakaocdn.net/cthumb/local/C224x224.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8816FA55089B481E80A99A41BCAF32BD
167,133,광어6＋연어6 12pcs,29000.0,,https://img1.kakaocdn.net/cthumb/local/C224x224.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FAEDFCBDF9E384B9EB8174C675F4FEB1A
168,133,소고기6＋연어6 12pcs,27000.0,,https://img1.kakaocdn.net/cthumb/local/C224x224.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FC18D1E17084B431B85BCD1BAA86F8155
169,133,연어아부리6＋연어6 12pcs,27000.0,,https://img1.kakaocdn.net/cthumb/local/C224x224.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F7E746A2AF31945E2BD4D28D447148F2C
170,133,참이슬 후레쉬,5000.0,대나무 숯으로 4번 걸러 더 깨끗해진 참이슬 fresh,
171,133,처음처럼,5000.0,대관령 기슭 암반수로 만든 부드러운 소주,
172,133,진로,5000.0,"진로 이즈 백! 소주의 원조, 진로가 돌아왔다",
173,133,테라,5000.0,"주의~주문시 주의해서 열어 주세요. 탄산이 폭발합니다~ 시대의 돌풍을 일으킬 청정라거, TERRA 청정맥아 100%, 리얼탄산 100% 테라는 세계 공기질 부문 1위 호주에서 자란 청정맥아와 오직 발효공정에서 나오는 리얼탄산을 100% 사용하여 거품은 조밀하고 탄산은 오래 지속됩니다. 국내 레귤러 라거 최초 Green Bottle을 적용하였고, 토네이도 패턴을 통해 눈으로 보는 청량감을 구현하였습니다.",
174,133,카스,5000.0,주의~주문시 주의해서 열어 주세요. 탄산이포발합니다 올 뉴 카스 프레시는 카스만의 콜드브루 공법을 통해 맥주의 상쾌함과 깔끔한 맛을 한층 더 극대화하였습니다.,
175,133,청하,6000.0,맑고 깨끗한 청주,
176,133,매화수,6000.0,매화수 피는 날 달콤한 맛이 화사하게 피어나다 ‘저온 냉동 여과공법’을 사용해 부드럽고 깨끗한 맛! 매실의 풍미와 달콤함을 부담없이 즐길 수 있는 12도의 도수와 매화꽃을 매력적이고 트렌디하게 표현한 디자인으로 언제 어디서든 부담없이 달콤하게 즐길 수 있습니다.,
177,134,돼지오징어타마,14500.0,,https://img1.kakaocdn.net/cthumb/local/C224x224.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2FD9ECFFE53AC84E89B8F176412B778669
178,134,시오소바,14000.0,,https://img1.kakaocdn.net/cthumb/local/C224x224.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F9B1CA510AF2A4F9BB890334F8C819A78
179,134,야키소바,13500.0,,https://img1.kakaocdn.net/cthumb/local/C224x224.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F4956EEE3D1FE4917A47DABFDF972A274
180,134,오징어타마,14000.0,,
181,134,돈페이야키,7000.0,,
182,134,돼지타마,13000.0,,
183,134,야키우동,13500.0,,
184,135,연어모듬초밥 （14 pcs）,20000.0,생연어 12pcs연어아부리 2pcs,https://img1.kakaocdn.net/cthumb/local/C224x224.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F6030150F5EB540CAAE36DE07A87960B1
185,135,모듬초밥 （14 pcs）,17000.0,"（총 14pcs）광어초밥＋생연어초밥 ＋생새우 ＋간장새우 ＋장어초밥 ＋초새우초밥 ＋문어 ＋한치 ＋타코와사비 ＋날치알군함 , 계란",https://img1.kakaocdn.net/cthumb/local/C224x224.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F00D7E57C8E44475D99FBBF2D3A1270E7
186,135,광어초밥 （14 pcs）,20000.0,,https://img1.kakaocdn.net/cthumb/local/C224x224.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FEC8D062411ED4C65B64D94062965EEAC
